Quality Supplement Mfg,,,,,,,
On Hand,,,,,,,
 ,,,,,,,
Part Number,Description,Qty,,Location,Tracking,,
R1116,Anise Seed Extract 4:1,2.80,kg,Expired E51,"ExpDate: 2021-03-01

Lot#: ASPE/18-06-139-B
",,
R113,Suma Root Powder,0.399,kg,Expired E51,"ExpDate: 2020-08-28

Lot#: SRP/17-08-206
",,
R1154,Natural Tangerine Flavor WONF FLA15441,3.684,kg,Expired E51,"ExpDate: 2020-10-31

Lot#: 302-200407-378
",,
R1159,Orange Color (Natural) - Color Maker 6657A,2.747,kg,Expired E51,"ExpDate: 2020-10-04

Lot#: 200406
",,
R135,Citrus Aurantium SE 6%,0.768,kg,Expired E51,"ExpDate: 2021-02-18

Lot#: CZS-E-04866
",,
R172,Chromium Picolinate 11.7%,0.119,kg,Expired E51,"ExpDate: 2021-07-31

Lot#: 544971
",,
R175,Manganese Citrate 28%,2.80,kg,Expired E51,"ExpDate: 2020-10-01

Lot#: 534982
",,
R182,Juniper Berry Extract 4:1,1.437,kg,Expired E51,"ExpDate: 2021-03-02

Lot#: CDSZ-C-807126
",,
R185,Uva Ursi Powder,0.623,kg,Expired E51,"ExpDate: 2021-03-31

Lot#: CXGY-A-802279
",,
R191,Green Tea Extract 4:1,1.975,kg,Expired E51,"ExpDate: 2021-01-16

Lot#: CLC-A-802929
",,
R198,Spearmint Leaf Powder,0.15,kg,Expired E51,"ExpDate: 2021-01-01

Lot#: SMP/19/09-153
",,
R209,Acai Berry P.E. 4:1,3.938,kg,Expired E51,"ExpDate: 2021-07-29

Lot#: B907202
",,
R212,"Vitamin A Acetate 500,000 IU / g",1.088,kg,Expired E51,"ExpDate: 2020-01-06

Lot#: SBS-S010068
",,
R213,L-Glycine,1.005,kg,Expired E51,"ExpDate: 2020-11-01

Lot#: SBS-S030232
",,
R248,L-Valine,4.158,kg,Expired E51,"ExpDate: 2021-03-11

Lot#: X1803012
",,
R260,L-Aspartic Acid,4.623,kg,Expired E51,"ExpDate: 2020-08-24

Lot#: 20180825
",,
R270,Boron Citrate 5%,2.165,kg,Expired E51,"ExpDate: 2021-06-30

Lot#: 540200
",,
R271,Copper Citrate 33%,0.338,kg,Expired E51,"ExpDate: 2021-04-01

Lot#: 534983
",,
R290,Manganese Sulfate,4.008,kg,Expired E51,"ExpDate: 2020-10-01

Lot#: 536613
",,
R308,Chromium Aminomin 10%,0.232,kg,Expired E51,"ExpDate: 2021-05-01

Lot#: 543663
",,
R313,Fish Oil Powder (Omega 3),0.202,kg,Expired E51,"ExpDate: 2020-10-01

Lot#: NIGO3FOP-1910V312725
",,
R314,Watercress Leaf Powder,1.249,kg,Expired E51,"ExpDate: 2020-01-11

Lot#: NIGWTRCP-1811V007125
",,
R324,Strawberry Powder,0.602,kg,Expired E51,"ExpDate: 2021-11-30

Lot#: 17-11-317/0520
",,
R328,Hoodia Gordonii Powder,0.669,kg,Expired E51,"ExpDate: 2021-01-01

Lot#: HGP/18-11-246
",,
R329,Cabbage Powder,0.41,kg,Expired E51,"ExpDate: 2021-06-30

Lot#: 19-08-136
",,
R373,Rose Hips Powder,2.15,kg,Expired E51,"ExpDate: 2021-07-01

Lot#: SB18-H081294
",,
R386,Pygeum Africanum Extract 4:1,1.36,kg,Expired E51,"ExpDate: 2020-10-05

Lot#: CTGM-A-702841
",,
R386,Pygeum Africanum Extract 4:1,3.20,kg,Expired E51,"ExpDate: 2021-03-24

Lot#: CTGM-A-802263
",,
R390,Zinc Picolinate 20%,0.50,kg,Expired E51,"ExpDate: 2021-02-01

Lot#: 536611
",,
R408,Horny Goat Weed (Epimedium Extract) P.E. 4:1,0.252,kg,Expired E51,"ExpDate: 2020-08-25

Lot#: SB17-H091405
",,
R421,Tongkat Ali Extract 200:1,3.14,kg,Expired E51,"ExpDate: 2020-09-20

Lot#: LR17092110
",,
R427,Psyllium Husk 85%,2.886,kg,Expired E51,"ExpDate: 2020-08-25

Lot#: SBQ-S080736B
",,
R432,Noni Fruit Powder (Hawaiian),0.66,kg,Expired E51,"ExpDate: 2020-01-12

Lot#: SB18-H010147
",,
R460,Potassium Gluconate,0.383,kg,Expired E51,"ExpDate: 2021-04-14

Lot#: 12176705
",,
R468,Vinpocetine,0.024,kg,Expired E51,"ExpDate: 2021-01-08

Lot#: SBQ-S070702
",,
R469,Yerba Mate Extract 4:1,0.757,kg,Expired E51,"ExpDate: 2021-03-01

Lot#: SB18-H040591
",,
R481,African Mango P.E. 4:1,0.593,kg,Expired E51,"ExpDate: 2020-06-10

Lot#: SB17-H071146
",,
R493,Cape Aloe Powder,2.91,kg,Expired E51,"ExpDate: 2020-04-07

Lot#: 13765-70
",,
R498,White Willow Bark Powder,2.393,kg,Expired E51,"ExpDate: 2020-10-08

Lot#: CBLP-A-702698
",,
R513,Yucca Root Extract 4:1,6.627,kg,Expired E51,"ExpDate: 2020-08-17

Lot#: 20170818
",,
R544,Rosemary Powder,0.332,kg,Expired E51,"ExpDate: 2020-01-10

Lot#: SBS-S070501
",,
R565,Pork Liver Powder,0.204,kg,Expired E51,"ExpDate: 2021-05-06

Lot#: 26560495
",,
R566,Pork Suprarenal Substance,1.055,kg,Expired E51,"ExpDate: 2021-12-14

Lot#: 59470286-B
",,
R574,Whole Pituitary (Bovine),3.709,kg,Expired E51,"ExpDate: 2020-06-14

Lot#: 07970010-8
",,
R645,Inosine Anhydrous,2.494,kg,Expired E51,"ExpDate: 2021-04-26

Lot#: 16045160
",,
R660,Plantain Extract 4:1,0.139,kg,Expired E51,"ExpDate: 2020-01-08

Lot#: PME/18-06-137-B
",,
R664,RNA (Ribonucleic Acid),0.757,kg,Expired E51,"ExpDate: 2020-05-14

Lot#: 20170515/01
",,
R676,Peach Powder,0.522,kg,Expired E51,"ExpDate: 2021-03-30

Lot#: 18-10-229
",,
R677,Pineapple Fruit Powder,0.646,kg,Expired E51,"ExpDate: 2021-02-28

Lot#: 19-03-040
",,
R686,Loquat Leaf Extract 10:1,0.513,kg,Expired E51,"ExpDate: 2020-01-07

Lot#: CPPY-A-7203232
",,
R705,Honeydew Flavor (Mack),2.158,kg,Expired E51,"ExpDate: 2020-08-07

Lot#: 81380-190708-02
",,
R716,Panax Ginseng Root Extract 5% ginsenosides,5.872,kg,Expired E51,"ExpDate: 2021-06-30

Lot#: SB18-4071118
",,
R773,Cocoa Extract,0.317,kg,Expired E51,"ExpDate: 2021-01-30

Lot#: 1807201
",,
R782,Feverfew Powder,0.729,kg,Expired E51,"ExpDate: 2021-04-01

Lot#: TPF/18-08-190
",,
R788,Acai Berry 4:1,1.21,kg,Expired E51,"ExpDate: 2020-11-01

Lot#: LGB-BXN20171111
",,
R789,"Probiotic Blend: L. acidophilus, L. brevis, L. bulgaricus (36 Bil CFU)",0.652,kg,Expired E51,"ExpDate: 2020-12-01

Lot#: SRH2005/FP/18/001
",,
R793,Trans-Resveratrol P.E. 99%,3.30,kg,Expired E51,"ExpDate: 2020-10-30

Lot#: RES20171030
",,
R806,Muira Puama Root Powder,1.559,kg,Expired E51,"ExpDate: 2020-12-01

Lot#: SBQ-S121072B
",,
R812,Royal Jelly 3.5X (3.5:1 Extract),3.151,kg,Expired E51,"ExpDate: 2020-10-12

Lot#: SMD-10121703LRJ
",,
R818,Oleoylethanolamide (OEA),0.819,kg,Expired E51,"ExpDate: 2020-06-27

Lot#: CS-OEA-180628
",,
R823,Calcium Beta Hydroxybutyrate (BHB),3.309,kg,Expired E51,"ExpDate: 2020-06-24

Lot#: 20180625
",,
R824,BCM-95,0.312,kg,Expired E51,"ExpDate: 2021-05-01

Lot#: 1805/B-20
",,
R836,Potassium Bicarbonate,9.182,kg,Expired E51,"ExpDate: 2021-07-20

Lot#: 20190902101
",,
R838,Magnesium Aspartate 30%,0.929,kg,Expired E51,"ExpDate: 2021-01-05

Lot#: A185305
",,
R848,Lithium Orotate 9%,0.448,kg,Expired E51,"ExpDate: 2020-09-01

Lot#: 519357
",,
R857,Chitosan Oligosaccharides,1.56,kg,Expired E51,"ExpDate: 2021-05-11

Lot#: 18051217
",,
R893,Luo Han Guo (Monk Fruit Extract 50% Mogrosides V),2.719,kg,Expired E51,"ExpDate: 2021-11-27

Lot#: LHG-181128
",,
R893,Luo Han Guo (Monk Fruit Extract 50% Mogrosides V),0.438,kg,Expired E51,"ExpDate: 2020-12-03

Lot#: JYJHG-T-17-1204
",,
R899,Ginkgo Biloba Leaf Powder,1.20,kg,Expired E51,"ExpDate: 2021-08-15

Lot#: 92109-73
",,
R904,Skullcap Root Powder,4.156,kg,Expired E51,"ExpDate: 2020-04-27

Lot#: KP18042803
",,
R905,"Cayenne Pepper Fruit (Capsicum Frutescens) 40,000 HU",0.398,kg,Expired E51,"ExpDate: 2021-01-01

Lot#: CCP/19-02-028
",,
R962,Vitamin C 25% (from Acerola Cherries),5.768,kg,Expired E51,"ExpDate: 2021-02-01

Lot#: B811712
",,
R969,Beet Powder (Fermented),4.124,kg,Expired E51,"ExpDate: 2020-10-01

Lot#: btp-1810003
",,
R974,Organic Garlic Powder,4.753,kg,Expired E51,"ExpDate: 2021-02-08

Lot#: ZOGARLP3553
",,
R984,Stevia Extract 98% (Rebaudioside),2.55,kg,Expired E51,"ExpDate: 2020-11-01

Lot#: CMTJTD-A-718394
",,
R985,Enzogenol� (Pure Pine Bark Extract from New Zealand),0.532,kg,Expired E51,"ExpDate: 2021-04-15

Lot#: D804M
",,
R988,Pygeum Bark Extract 3% Phytosterols GC 4:1,1.575,kg,Expired E51,"ExpDate: 2020-10-05

Lot#: CTGM-A-702841
",,
R997,Peppermint Leaf Powder (Menthe piperita Linn),3.108,kg,Expired E51,"ExpDate: 2020-10-27

Lot#: CLBOH-A-702901
",,
CS#5176,Whey Protein powder - Viacore,20.00,kg,Expired E52,"ExpDate: 2020-04-04

Lot#: 094-8-2
",,
CS#5195,Glucose,25.00,kg,Expired E52,"ExpDate: 2020-05-05

Lot#: 20180506
",,
R070,PABA (Para-Aminobenzoic Acid),14.732,kg,Expired E52,"ExpDate: 2021-12-01

Lot#: SB20-H010026
",,
R1005,Natural Orange Flavor (Mack),15.00,kg,Expired E52,"ExpDate: 2020-01-28

Lot#: 17379-192904-01
",,
R1043,Dulse Powder,16.858,kg,Expired E52,"ExpDate: 2021-01-09

Lot#: DP/18-11-251-ORG
",,
R1086,Uva Ursi 10:1 Extract,19.849,kg,Expired E52,"ExpDate: 2021-12-01

Lot#: BE18120210
",,
R1158,Effer Soda� 12 (Sodium Bicarbonate),28.324,kg,Expired E52,"ExpDate: 2021-12-01

Lot#: 121910283
",,
R1188,"Orange Flavor, Osage FLA114977",2.35,kg,Expired E52,"ExpDate: 2021-06-30

Lot#: 101-200618-858
",,
R1314,Hydrolyzed Chicken Bone Broth Collagen (Nutra Food Ingredients),24.00,kg,Expired E52,"ExpDate: 2021-10-24

Lot#: C20191014
",,
R134,Chlorella Powder,0.406,kg,Expired E52,"ExpDate: 2021-12-01

Lot#: SBS-S030189
",,
R216,L-Proline,10.00,kg,Expired E52,"ExpDate: 2020-08-05

Lot#: 051805004
",,
R393,Phosphatidyl Choline 40%,10.00,kg,Expired E52,"ExpDate: 2019-01-12

Lot#: R560003777
",,
R771,Instant Whey Protein Isolate 90%,20.00,kg,Expired E52,"ExpDate: 2020-04-03

Lot#: 201801628
",,
R862,Shilajit (Std. to 20% Fulvic Acid),14.471,kg,Expired E52,"ExpDate: 2021-12-01

Lot#: SAL8490
",,
R018,Damiana Leaf Powder,8.435,kg,Expired E54,"ExpDate: 2020-12-06

Lot#: SB17-H071201
",,
R073,Yellow Dock Root Powder,5.00,kg,Expired E54,"ExpDate: 2020-01-02

Lot#: SBQ-S050475
",,
R101,Apple Pectin Powder,5.00,kg,Expired E54,"ExpDate: 2020-01-02

Lot#: SBR-S050469
",,
R1010,VASO6�,9.861,kg,Expired E54,"ExpDate: 2021-02-28

Lot#: 190301-06
",,
R1036,Turmeric Root Extract 4:1 (Natural),4.596,kg,Expired E54,"ExpDate: 2021-07-22

Lot#: CJH-A-802706
",,
R1038,DMG (Dimethylglycine),16.096,kg,Expired E54,"ExpDate: 2020-06-05

Lot#: DMG180606
",,
R1053,Natural Pomegranate Flavor (Mack #91687),20.244,kg,Expired E54,"ExpDate: 2020-08-08

Lot#: 91687-190808-01
",,
R1064,Natural Caffeine (From Coffee Arabica),5.499,kg,Expired E54,"ExpDate: 2020-08-12

Lot#: CKFD-A-702983
",,
R1119,Glucosamine Sulfate 2KCl (20 Mesh),21.47,kg,Expired E54,"ExpDate: 2021-06-01

Lot#: SDC201906038
",,
R1155,Natural Lemon Lime Flavor WONF FLA16700,18.175,kg,Expired E54,"ExpDate: 2020-10-31

Lot#: 302-200406-345
",,
R1206,Intrinsic Factor,13.389,kg,Expired E54,"ExpDate: 2021-03-30

Lot#: 6880
",,
R1275,Calcium Carbonate Powder (Origin: Non-Chinese),8.62,kg,Expired E54,"ExpDate: 2021-03-31

Lot#: SBS-S110806
",,
R1276,Berberine HCL 97% (Phellodendron chinense Schneid)(Peel),4.50,kg,Expired E54,"ExpDate: 2020-10-09

Lot#: HB181002
",,
R164,Yarrow Powder,3.445,kg,Expired E54,"ExpDate: 2021-04-24

Lot#: CYSC-A-04-728
",,
R298,Zinc Aminomin 20%,0.586,kg,Expired E54,"ExpDate: 2021-08-01

Lot#: 541042
",,
R314,Watercress Leaf Powder,7.25,kg,Expired E54,"ExpDate: 2020-11-01

Lot#: NIGWTRCP-1811V007125
",,
R331,Betaine HCl,4.00,kg,Expired E54,"ExpDate: 2020-07-02

Lot#: 20180702
",,
R331,Betaine HCl,1.145,kg,Expired E54,"ExpDate: 2021-02-23

Lot#: 20180202
",,
R332,Theobromine,6.533,kg,Expired E54,"ExpDate: 2021-04-30

Lot#: 5031805013
",,
R339,Cordyceps Mushrooms P.E. 2:1,43.155,kg,Expired E54,"ExpDate: 2020-04-01

Lot#: SB17-H050877
",,
R403,Epimedium Extract (Horny Goat Weed) PE 10% Icariins,3.00,kg,Expired E54,"ExpDate: 2021-05-05

Lot#: CYYH-A-802425
",,
R430,Pomegranate Fruit Powder,7.22,kg,Expired E54,"ExpDate: 2020-02-01

Lot#: 04PG101-170103
",,
R453,Green Coffee Bean Extract 4:1,2.898,kg,Expired E54,"ExpDate: 2022-05-22

Lot#: CKFD-A-702458
",,
R464,Rutin,9.213,kg,Expired E54,"ExpDate: 2020-03-19

Lot#: RT20170320
",,
R489,Citrin� (Garcinia Cambogia),9.06,kg,Expired E54,"ExpDate: 2021-02-28

Lot#: C160322
",,
R500,Senna Leaf Powder,8.99,kg,Expired E54,"ExpDate: 2020-02-27

Lot#: 87920-53
",,
R501,Nettle Root Extract 4:1,8.265,kg,Expired E54,"ExpDate: 2020-05-25

Lot#: 20170525
",,
R585,Superoxide Dismutase (Bovine),5.00,kg,Expired E54,"ExpDate: 2021-01-09

Lot#: NIGSODB-201609144
",,
R640,Talc USP Powder,6.533,kg,Expired E54,"ExpDate: 2021-03-25

Lot#: 88413N9
",,
R661,Molybdenum Trit (1% Mo) w/DCP,7.565,kg,Expired E54,"ExpDate: 2020-09-05

Lot#: T20170509
",,
R665,Bromelain (Pineapple Extract),9.50,kg,Expired E54,"ExpDate: 2019-04-26

Lot#: SB17-H050868
",,
R680,Green Coffee Bean Extract 2:1,5.443,kg,Expired E54,"ExpDate: 2020-09-16

Lot#: SB17-H101513
",,
R712,Starch,17.00,kg,Expired E54,"ExpDate: 2020-10-24

Lot#: 89733-55
",,
R737,Tongkat Ali Root Powder (Longjack Eurycoma powder),3.892,kg,Expired E54,"ExpDate: 2021-04-15

Lot#: CDGAL-A--802338
",,
R781,Jujube Seed Powder,8.223,kg,Expired E54,"ExpDate: 2021-04-09

Lot#: 180410
",,
R820,Eyebright (Euphrasia officinalis) (Whole Plant) Extract 10:1,8.213,kg,Expired E54,"ExpDate: 2021-03-04

Lot#: 180305
",,
R876,DigeSEB Plus,12.595,kg,Expired E54,"ExpDate: 2020-12-01

Lot#: 8121036
",,
R880,Garcinia Fruit Powder,22.326,kg,Expired E54,"ExpDate: 2020-01-11

Lot#: GCP/18-01-030
",,
R894,goFat® Avocado Oil Powder (on Tapioca),17.39,kg,Expired E54,"ExpDate: 2020-10-13

Lot#: 1013801B
",,
R957,Passion Flower (4% Flavones) (Flower and Leaf)�,7.47,kg,Expired E54,"ExpDate: 2020-03-15

Lot#: 170316
",,
CS#5186,Rice Bran Meal,14.649,kg,Expired E55,"ExpDate: 2021-01-03

Lot#: 20003-003-M
",,
CS#5186,Rice Bran Meal,10.984,kg,Expired E55,"ExpDate: 2021-05-11

Lot#: 190011-016M
",,
R041,GABA (Gamma Aminobutyric Acid),7.00,kg,Expired E55,"ExpDate: 2020-11-01

Lot#: 1518111103
",,
R060,Green Lipped Mussel (Perna Canalculus),21.00,kg,Expired E55,"ExpDate: 2020-01-27

Lot#: 20170127
",,
R084,Red Rice Yeast PE 0.2%,15.605,kg,Expired E55,"ExpDate: 2020-07-03

Lot#: HM-170308
",,
R1148,Creatine HCl,11.00,kg,Expired E55,"ExpDate: 2021-07-31

Lot#: XY20190805
",,
R1153,Natural Orange Flavor WONF FLA114977,11.44,kg,Expired E55,"ExpDate: 2021-04-30

Lot#: 302-200414-547
",,
R1197,Carboxymethyl Cellulose Gum (Non-GMO),10.00,kg,Expired E55,"ExpDate: 2021-07-07

Lot#: 2018070913
",,
R120,"Protease 100,000 HUT/g",23.055,kg,Expired E55,"ExpDate: 2019-03-22

Lot#: 71759101
",,
R133,Cascara Sagrada Powder,9.41,kg,Expired E55,"ExpDate: 2020-06-28

Lot#: SBQ-S050493B
",,
R200,Dandelion Leaf Powder,25.00,kg,Expired E55,"ExpDate: 2020-01-02

Lot#: NIGDANLP-1702V058617
",,
R202,Skullcap Herb Powder,11.00,kg,Expired E55,"ExpDate: 2020-11-28

Lot#: CHQ-04002
",,
R240,Gotu Kola Extract 10:1,15.788,kg,Expired E55,"ExpDate: 2021-05-22

Lot#: 18052302
",,
R261,L-Alanine,19.915,kg,Expired E55,"ExpDate: 2020-01-21

Lot#: AA0218012201
",,
R467,Magnesium Chloride,14.756,kg,Expired E55,"ExpDate: 2021-03-01

Lot#: 300315
",,
R473,Passion Flower Extract 4:1,12.177,kg,Expired E55,"ExpDate: 2020-03-21

Lot#: 20180322
",,
R591,F.D. Hemoglobin Granular - Code 290,16.783,kg,Expired E55,"ExpDate: 2021-04-01

Lot#: 190422
",,
R607,Tomato Powder,7.00,kg,Expired E55,"ExpDate: 2020-11-01

Lot#: NIGTOMP-1905V389530
",,
R617,MegaNatural� BP Grape Seed Extract,17.435,kg,Expired E55,"ExpDate: 2021-05-16

Lot#: 13612506-30
",,
R644,Inulin (Chicory Root),3.798,kg,Expired E55,"ExpDate: 2021-02-01

Lot#: SBR-S040297
",,
R644,Inulin (Chicory Root),15.00,kg,Expired E55,"ExpDate: 2020-12-01

Lot#: SBR-5040297
",,
R669,"Cellulase (fungal) 40,000 CU/g",13.314,kg,Expired E55,"ExpDate: 2021-09-01

Lot#: 4026
",,
R669,"Cellulase (fungal) 40,000 CU/g",16.449,kg,Expired E55,"ExpDate: 2020-04-03

Lot#: 70090298
",,
R743,White Mulberry Leaf Extract 10:1,15.00,kg,Expired E55,"ExpDate: 2021-06-15

Lot#: MUF20180616-1
",,
R743,White Mulberry Leaf Extract 10:1,0.90,kg,Expired E55,"ExpDate: 2021-01-01

Lot#: MI20180103-R
",,
R747,Eggshell Membrane Powder,12.504,kg,Expired E55,"ExpDate: 2021-04-12

Lot#: GJ334N
",,
R886,Pea Protein Isolate 80%,10.594,kg,Expired E55,"ExpDate: 2020-09-15

Lot#: 22777
",,
R886,Pea Protein Isolate 80%,3.187,kg,Expired E55,"ExpDate: 2021-03-04

Lot#: 3700D04019DB18347
",,
R910,Gynostemma Pentaphyllum Extract Gypenosides (Jiaogulan),8.20,kg,Expired E55,"ExpDate: 2021-04-12

Lot#: CJGL-E-904286
",,
R929,Phenylethylamine (HCl) (PEA),15.00,kg,Expired E55,"ExpDate: 2020-01-03

Lot#: CBYAYSY-A-702179
",,
R930,Organic Chlorella,19.975,kg,Expired E55,"ExpDate: 2020-01-03

Lot#: YJOGC180330
",,
R939,Watermelon Flavor (Natural) - Osage,20.00,kg,Expired E55,"ExpDate: 2019-09-30

Lot#: 101-190307-186
",,
R719,Opadry Brown 03B165003,5.00,kg,Expired E58,"ExpDate: 2020-09-13

Lot#: WP825024
",,
R951,Organic Red Root Powder,25.743,kg,Expired E58,"ExpDate: 2021-01-04

Lot#: 20181229
",,
BG007,Lutein Eye Tablet - 7/16 Round Yellow - Bulk - Ameta,70.00,thou,Finished Good/ Bulk Good,"ExpDate: 2022-10-31

Lot#: 11758
",,
BG015,Glucosamine Tablet White - Bulk - Ameta,"305,600.00",tab,Finished Good/ Bulk Good,"ExpDate: 2022-11-30

Lot#: 11773
",,
BG038,Male Enhancement - Bulk - Vox Nutrition,"1,566.00",thou,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: ME11967
",,
BG189,Herb Capsule - Bulk - Ameta,"293,900.00",cap,Finished Good/ Bulk Good,"ExpDate: 2023-11-30

Lot#: 11770
",,
BG205,Multi Vitamin Tablet - Bulk - Ameta,264.00,tab,Finished Good/ Bulk Good,"ExpDate: 2022-12-30

Lot#: 11803
",,
BG329,LysinC Drink Mix (Orange) - Bulk Powder - Dr. Rath International Inc.,598.55,kg,Finished Good/ Bulk Good,"ExpDate: 2022-08-30

Lot#: 11663
",,
BG350,Turmeric w/ BioPerine (Organic Ingredients) - Bulk - Vox Nutrition,388.00,cap,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: TWB11963
",,
BG350,Turmeric w/ BioPerine (Organic Ingredients) - Bulk - Vox Nutrition,"119,240.00",cap,Finished Good/ Bulk Good,"ExpDate: 2024-11-30

Lot#: TWB12072
",,
BG351,Turmeric w/ Ginger (Organic Ingredients) - Bulk - Vox Nutrition,500.00,cap,Finished Good/ Bulk Good,"ExpDate: 2024-11-30

Lot#: TWG12091
",,
BG441,Triple Slimming Advance Step 3 - Bulk - Revival Point LLC,"357,000.00",cap,Finished Good/ Bulk Good,"ExpDate: 2024-09-30

Lot#: 12029
",,
BG449,Energy Recharge Blend - Bulk - Supernatural Man LLC,"338,800.00",cap,Finished Good/ Bulk Good,"ExpDate: 2024-11-30

Lot#: 12064
",,
BG450,Activated Desire Blend - Bulk - Supernatural Man LLC,"372,000.00",cap,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12062
",,
FG215,Joint Support - Bottle 180 ct - Regentec Pte Ltd,"4,092.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12066
",,
FG251,Alpha Maxx - 60 ct Bottle - Regentec PTE LTD,"4,480.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-05-30

Lot#: 11976
",,
FG271,Dr. Scott's Natural Sleep Remedy - 60 ct Bottle - Neuropharmacology Research Labs,"2,564.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 11956
",,
FG368,Berberine HCl 60% - 180 ct Bottle - aSquared Brands,"2,519.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12069
",,
FG386,DHEA 100 mg - 200 ct Bottle - aSquared Brands,"2,595.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 12006
",,
FG386,DHEA 100 mg - 200 ct Bottle - aSquared Brands,"2,576.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12080
",,
FG400,DIM 300 mg - 200 ct Bottle - aSquared Brands,"1,198.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-04-30

Lot#: 11951
",,
FG401,Sea Buckthorn Oil Omega-7 - 200 ct Bottle - aSquared Brands,"1,075.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-08-31

Lot#: 12016
",,
FG406,Magnesium Citrate 833mg - 200 ct Bottle - aSquared Brands,"2,021.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-01

Lot#: 12071
",,
FG408,Red Yeast Rice - 180 ct Bottle - aSquared Brands,"1,549.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 11982
",,
FG420,Resveratrol + Polyphenols 1000mg - 180 ct Bottle - aSqaured Brands,"1,556.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 11983
",,
FG422,Sea Moss Plus - 60 ct Bottle - TC Best / BEAUTY'S 7,"25,052.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-07-31

Lot#: 12012
",,
FG436,Nabuu Biotin Hair & Skin - 60 ct Bottle - Faris Bros,"5,322.00",btl,Finished Good/ Bulk Good,"ExpDate: 2022-09-30

Lot#: 11737
",,
FG470,Nooflow Absolute Mind - 60 ct Bottle - NeurUltra LLC,"5,416.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12061
",,
FG481,Sea Moss Plus - 60 ct Bottle - O Nutritions,"2,948.00",ea,Finished Good/ Bulk Good,"ExpDate: 2024-07-31

Lot#: 12011
",,
FG481,Sea Moss Plus - 60 ct Bottle - O Nutritions,"3,300.00",ea,Finished Good/ Bulk Good,"ExpDate: 2023-11-30

Lot#: 11817
",,
FG513,VitacorPlus / Cardio Multivitamin - 90 ct Bottle - Dr. Rath International,"8,064.00",btl,Finished Good/ Bulk Good,"ExpDate: 2022-09-30

Lot#: 11693
",,
FG530,Dr. Scott's Natural Mood Remedy - 60 ct Bottle - Neuropharmacology Research Labs,"2,571.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-03-31

Lot#: 11856
",,
FG534,Orbit Vitals MWO Turmeric - 90 ct Bottle - Orbit Health Management,"10,563.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-12-31

Lot#: 12086
",,
FG567,"Healthy Blood Pressure - 120 ct Bottle - Dr. Rath international, Inc.","2,183.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-03-30

Lot#: 11889
",,
FG576,Turmeric Curcumin - 180 ct Bottle - aSquared Brands,"2,821.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 12036
",,
FG583,"Immune Complex - 120 ct - Spartis, LLC","3,042.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-05-31

Lot#: 11971
",,
FG583,"Immune Complex - 120 ct - Spartis, LLC","10,700.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-10-31

Lot#: 12095
",,
FG583,"Immune Complex - 120 ct - Spartis, LLC","5,191.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-10-31

Lot#: 12068
",,
FG585,Methyl Folate 15mg + Glycine 250mg - 90 ct - aSquared Brands,"2,642.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-06-30

Lot#: 11985
",,
FG593,YouCell-V Capsule - 60 ct Bottle - Dr. Rath International Inc.,"1,500.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-09-30

Lot#: 12009
",,
FG595,Doctor's Premium VitaControl - 30 ct Bottle - Almark Products Inc. (dba Doctors Premium),"11,625.00",btl,Finished Good/ Bulk Good,"ExpDate: 2023-08-31

Lot#: 12020
",,
FG599,Flexacil - 60 ct Bottle - Big Health LLC,"10,473.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-12-31

Lot#: 12044-1
",,
FG601,Lymph Flo - 120 ct Bottle - Health Secrets LLC,"4,202.00",btl,Finished Good/ Bulk Good,"ExpDate: 2024-10-31

Lot#: 12041
",,
CS#5261,Beef Kidney,0.40,kg,Missing/Not Found,"ExpDate: 2022-11-06

Lot#: 21PH31-174924 E
",,
